familia, eluyente1, eluyente2, columna_nombre, columna_usp_code, columna_length, columna_id, columna_particle_size, columna_temperature, columna_flowrate, tiempo_muerto, score

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0.02505550269584523

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 39.76404494382024

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0.1959480848369737

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0.2010359339592101

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.2, 1.1025, 0.12058879033779961

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.2, 1.1025, 1.4819277108433728

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0.5789473684210524

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 1.1228921228921227

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.54166666666666, 0.1, 2.205, 0.7528089887640451

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.1, 2.205, 0.17979395147889665

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.1, 2.205, 0.1662899580238941

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.1, 2.205, 0.02018953440461476

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.15, 1.47, 0.12827781715095676

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.15, 1.47, 0.1793103448275862

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.2, 1.1025, 0.10702905342080599

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.2, 1.1025, 0.10794067955697391

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.2, 1.1025, 0.016295186364487735

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.2, 1.1025, 0.016282987085906794

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.2, 1.1025, 0.015499533146591972

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.2, 1.1025, 0.16125582461232907

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.2, 1.1025, 0.14509411960686322

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.25, 0.882, 0.0876721000158253

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.25, 0.882, 0.1294954000557569

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.3, 0.735, 0.12407045009784735

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.3, 0.735, 0.07616303005351996

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.3, 0.735, 0.11464737793851716

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.3, 0.735, 0.07608238755779738

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS T3, column.usp.code_L1, 100.0, 2.1, 2.7, 40.0, 0.2, 1.1025, 0.3563218390804593

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Thermo Scientific Hypercarb, column.usp.code_L109, 150.0, 2.1, 5.0, 36.36363636363637, 0.1, 3.3075, 0.6049792531120332

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Thermo Scientific Accucore HILIC, column.usp.code_L3, 100.0, 2.1, 2.6, 36.36363636363637, 0.5, 0.441, 0.07498008874729777

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Thermo Scientific Accucore HILIC, column.usp.code_L3, 100.0, 2.1, 2.6, 36.36363636363637, 0.5, 0.441, 0.8513379583746284

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Thermo Scientific Accucore HILIC, column.usp.code_L3, 100.0, 2.1, 2.6, 36.36363636363637, 0.5, 0.441, 0.9809205819222514

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Thermo Scientific Accucore HILIC, column.usp.code_L3, 100.0, 2.1, 2.6, 36.36363636363637, 0.5, 0.441, 0

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Thermo Scientific Accucore HILIC, column.usp.code_L3, 100.0, 2.1, 2.6, 36.36363636363637, 0.5, 0.441, 1.014821748966378

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Thermo Scientific Accucore HILIC, column.usp.code_L3, 100.0, 2.1, 2.6, 36.36363636363637, 0.5, 0.441, 0.690972503852705

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Thermo Scientific Accucore HILIC, column.usp.code_L3, 100.0, 2.1, 2.6, 36.36363636363637, 0.5, 0.441, 1.0340660231973395

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Waters XBridge BEH Amide, column.usp.code_L68, 100.0, 2.1, 2.5, 30.0, 0.5, 0.441, 0.7497393117831074

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Waters XBridge BEH Amide, column.usp.code_L68, 100.0, 2.1, 2.5, 30.0, 0.5, 0.441, 26.02645502645503

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Waters XBridge BEH Amide, column.usp.code_L68, 100.0, 2.1, 2.5, 30.0, 0.5, 0.441, 0

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Waters XBridge BEH Amide, column.usp.code_L68, 100.0, 2.1, 2.5, 30.0, 0.5, 0.441, 1.0159009122102267

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Waters XBridge BEH Amide, column.usp.code_L68, 100.0, 2.1, 2.5, 30.0, 0.5, 0.441, 1.1010360476068157

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Waters XBridge BEH Amide, column.usp.code_L68, 100.0, 2.1, 2.5, 30.0, 0.5, 0.441, 0.9483881885100263

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Waters XBridge BEH Amide, column.usp.code_L68, 100.0, 2.1, 2.5, 30.0, 0.5, 0.441, 0.6343402225755166

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Merck SeQuant ZIC-HILIC, column.usp.code_L114, 150.0, 2.1, 5.0, 25.0, 0.75, 0.441, 0.7884272240632169

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Merck SeQuant ZIC-HILIC, column.usp.code_L114, 150.0, 2.1, 5.0, 25.0, 0.75, 0.441, 0.9114064230343301

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Merck SeQuant ZIC-HILIC, column.usp.code_L114, 150.0, 2.1, 5.0, 25.0, 0.75, 0.441, 0.8794342684906098

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Merck SeQuant ZIC-HILIC, column.usp.code_L114, 150.0, 2.1, 5.0, 25.0, 0.75, 0.441, 0.5429127157792366

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Merck SeQuant ZIC-HILIC, column.usp.code_L114, 150.0, 2.1, 5.0, 25.0, 0.75, 0.441, 0.4815311165089204

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex C18, column.usp.code_L1, 150.0, 2.1, 1.7, 30.0, 0.3, 1.1025, 0.02676822633297061

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex C18, column.usp.code_L1, 150.0, 2.1, 1.7, 30.0, 0.3, 1.1025, 0.15281962978906585

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex C18, column.usp.code_L1, 150.0, 2.1, 1.7, 30.0, 0.3, 1.1025, 0.34665747760165394

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex C18, column.usp.code_L1, 150.0, 2.1, 1.7, 30.0, 0.3, 1.1025, 0.0726453886822009

Fatty Acyls (CHEMONTID:0003909), None, None, Waters ACQUITY UPLC BEH Amide, column.usp.code_L68, 150.0, 2.1, 1.7, 40.0, 0.5, 0.6615, 0.007860727450370834

Fatty Acyls (CHEMONTID:0003909), None, None, Waters ACQUITY UPLC BEH Amide, column.usp.code_L68, 150.0, 2.1, 1.7, 40.0, 0.5, 0.6615, 0.025199807835087566

Fatty Acyls (CHEMONTID:0003909), eluent.1.acn 0, eluent.2.h2o 0, Merck SeQuant ZIC-pHILIC, column.usp.code_L122, 150.0, 2.1, 5.0, 40.0, 0.3, 1.1025, 0.15314215985356924

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Agilent ZORBAX Extend-C18, column.usp.code_L1, 50.0, 2.1, 1.8, 35.0, 0.1, 1.1025, 0.026234275238637104

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 40.0, 0.3, 0.735, 0.027147431427774628

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 40.0, 0.3, 0.735, 0.03501374881631481

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 40.0, 0.2, 1.1025, 0.002148319979376117

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 40.0, 0.2, 1.1025, 0.015400678673975458

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 40.0, 0.25, 0.882, 0.029331720739441843

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 40.0, 0.25, 0.882, 0.009854697129909367

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 40.0, 0.35, 0.63, 0.030325720704991607

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 40.0, 0.35, 0.63, 0.00977076290868095

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 40.0, 0.4, 0.55125, 0.025423324549471077

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 40.0, 0.4, 0.55125, 0.0036896832237792053

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 37.5, 0.3, 0.735, 0.01845413211990082

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 37.5, 0.3, 0.735, 0.011256689462585104

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 39.0, 0.3, 0.735, 0.02775290975331192

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 39.0, 0.3, 0.735, 0.03565490489430427

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 41.0, 0.3, 0.735, 0.021759697063053966

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 41.0, 0.3, 0.735, 0.03480364790619766

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 42.5, 0.3, 0.735, 0.020648967551622432

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Merck Supelco Ascentis Express C18, column.usp.code_L1, 100.0, 2.1, 2.0, 42.5, 0.3, 0.735, 0.03090466379587581

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Waters ACQUITY UPLC BEH Amide, column.usp.code_L68, 100.0, 2.1, 1.7, 40.0, 0.5, 0.4571959788769226, 0.08507853598764549

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Waters ACQUITY UPLC BEH Amide, column.usp.code_L68, 100.0, 2.1, 1.7, 40.0, 0.5, 0.4571959788769226, 0.08507853598764549

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.0, 0.5, 0.441, 0.4994707394525933

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC BEH HILIC, column.usp.code_L3, 150.0, 2.1, 1.7, 40.0, 0.6, 0.55125, 0.7318278094142537

Fatty Acyls (CHEMONTID:0003909), None, None, Waters ACQUITY UPLC BEH C8, column.usp.code_L7, 100.0, 2.1, 1.7, 55.0, 0.6, 0.3675, 0.13576905728461888

Fatty Acyls (CHEMONTID:0003909), None, None, Waters ACQUITY UPLC BEH C8, column.usp.code_L7, 100.0, 2.1, 1.7, 55.0, 0.6, 0.3675, 0.3913043478260871

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 150.0, 2.1, 1.8, 45.0, 0.6, 0.55125, 0.29789700281503556

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 150.0, 2.1, 1.8, 45.0, 0.6, 0.55125, 0.08333742090547898

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 100.0, 2.1, 1.8, 30.0, 0.4, 0.55125, 0.038921854571055015

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 100.0, 2.1, 1.8, 30.0, 0.4, 0.55125, 0.10278045189421822

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 100.0, 2.1, 1.8, 40.0, 0.4, 0.55125, 0.03672634271099744

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 100.0, 2.1, 1.8, 40.0, 0.4, 0.55125, 0.09176443915433881

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 100.0, 2.1, 1.8, 50.0, 0.4, 0.55125, 0.03730505302557703

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 100.0, 2.1, 1.8, 50.0, 0.4, 0.55125, 0.09819342337721548

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 100.0, 2.1, 1.8, 40.0, 0.4, 0.55125, 0.08809560288034315

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC HSS T3, column.usp.code_L1, 100.0, 2.1, 1.8, 40.0, 0.4, 0.55125, 0.11243870822296116

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex XB-C18, column.usp.code_L1, 100.0, 2.1, 1.7, 30.0, 0.4, 0.55125, 0.004404034664014795

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex XB-C18, column.usp.code_L1, 100.0, 2.1, 1.7, 30.0, 0.4, 0.55125, 0.011450725813722818

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex XB-C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.0, 0.4, 0.55125, 0.0069143541993177595

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex XB-C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.0, 0.4, 0.55125, 0.019209039548022562

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex XB-C18, column.usp.code_L1, 100.0, 2.1, 1.7, 50.0, 0.4, 0.55125, 0.0010235414534288752

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex XB-C18, column.usp.code_L1, 100.0, 2.1, 1.7, 50.0, 0.4, 0.55125, 0.003839628538262358

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex XB-C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.0, 0.4, 0.55125, 0.002972586149950472

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Phenomenex Kinetex XB-C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.0, 0.4, 0.55125, 0.06937780824004265

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 30.0, 0.4, 0.55125, 0.02998198961754422

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 30.0, 0.4, 0.55125, 0.04132688320663441

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.0, 0.4, 0.55125, 0.03775860469431302

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 50.0, 0.4, 0.55125, 0.05365410803449838

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 50.0, 0.4, 0.55125, 0.12372940764107954

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.0, 0.4, 0.55125, 0.0757216923766242

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 2.1, 1.7, 40.0, 0.4, 0.55125, 0.038165723407342894

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Phenomenex Synergi Polar-RP, column.usp.code_L11, 100.0, 1.0, 100.0, 40.0, 0.4, 0.125, 0.28102737157855273

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Phenomenex Synergi Polar-RP, column.usp.code_L11, 100.0, 1.0, 100.0, 40.0, 0.4, 0.125, 0

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 1.0, 1.7, 50.0, 0.3, 0.1666666666666666, 0.5560458844647916

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, None, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 100.0, 1.0, 1.7, 50.0, 0.3, 0.1666666666666666, 0.5739104497163442

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters ACQUITY UPLC BEH C18, column.usp.code_L1, 50.0, 2.1, 1.7, 40.0, 0.6, 0.18375, 0.9314121156501084

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 30.0, 0.4, 0.55125, 0.9977692264792818

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 30.0, 0.4, 0.55125, 0.0041621704948358465

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 40.0, 0.4, 0.55125, 0.006817950544418411

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 40.0, 0.4, 0.55125, 0.010396416194742606

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 50.0, 0.4, 0.55125, 0.003213434228257504

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 50.0, 0.4, 0.55125, 0.04504968336508263

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 40.0, 0.4, 0.55125, 0.006510862860667518

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 40.0, 0.4, 0.55125, 0.33108866442199775

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 30.0, 0.4, 0.55125, 0.012171181782489188

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 30.0, 0.4, 0.55125, 0.26996333720826254

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 40.0, 0.4, 0.55125, 0.010076185795035617

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 40.0, 0.4, 0.55125, 0.0017757783828578342

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 50.0, 0.4, 0.55125, 0.008089925913310035

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 50.0, 0.4, 0.55125, 0.19879214896829386

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.meoh 0, Waters CORTECS UPLC C18, column.usp.code_L1, 100.0, 2.1, 1.6, 40.0, 0.4, 0.55125, 0.012504366049598311

Fatty Acyls (CHEMONTID:0003909), eluent.1.h2o 0, eluent.2.acn 0, Restek Raptor Biphenyl, column.usp.code_L11, 100.0, 2.1, 2.7, 30.0, 0.4, 0.55125, 0.7381164398083364

