Aryltetralin lignans (CHEMONTID:0003425), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Agilent ZORBAX Extend-C18, usp_code=column.usp.code_L1, length=50.0, id=2.1, particle_size=1.8, temperature=35.0, flowrate=0.1, t0=1.1025)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH Shield RP18, usp_code=column.usp.code_L1, length=150.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.8268749999999999)), 0.024376216598832153

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex EVO C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.6, temperature=40.0, flowrate=0.4, t0=0.55125)), 0.07692307692307704

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.54166666666666, flowrate=0.3, t0=0.735)), 0.0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=113.15789473684212, id=2.0368421052631582, particle_size=1.788888888888889, temperature=38.75, flowrate=0.1, t0=2.433511506058683)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Thermo Scientific Hypersil GOLD, usp_code=column.usp.code_L1, length=113.75, id=2.1, particle_size=1.9, temperature=40.0, flowrate=0.4, t0=0.6500755324656243)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Agilent ZORBAX Eclipse XDB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=50.0, flowrate=0.4, t0=0.55125)), 0.012524352908433045

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=30.0, flowrate=0.4, t0=0.55125)), 0.02854877081681201

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Agilent InfinityLab Poroshell 120 EC-C18, usp_code=column.usp.code_L1, length=100.0, id=3.0, particle_size=2.7, temperature=25.0, flowrate=0.4, t0=1.125)), 0.0010632642211589826

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Agilent ZORBAX RRHD Eclipse Plus C18, usp_code=column.usp.code_L1, length=50.0, id=2.1, particle_size=1.8, temperature=30.0, flowrate=0.4, t0=0.275625)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=0, usp_code=column.usp.code_0, length=150.0, id=2.1, particle_size=2.6, temperature=40.0, flowrate=0.35, t0=0.945)), 0.013824884792626843

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=0, usp_code=column.usp.code_0, length=150.0, id=2.1, particle_size=2.6, temperature=40.0, flowrate=0.35, t0=0.945)), 0.016905071521456424

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Agilent ZORBAX Extend-C18, usp_code=column.usp.code_L1, length=50.0, id=2.1, particle_size=1.8, temperature=35.0, flowrate=0.1, t0=1.1025)), 0.0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Waters ACQUITY UPLC BEH Amide, usp_code=column.usp.code_L68, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.5, t0=0.4571959788769226)), 0.00680272108843538

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Waters ACQUITY UPLC BEH Amide, usp_code=column.usp.code_L68, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.5, t0=0.4571959788769226)), 0.00680272108843538

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH HILIC, usp_code=column.usp.code_L3, length=150.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.6, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Phenomenex Synergi Polar-RP, usp_code=column.usp.code_L11, length=100.0, id=1.0, particle_size=100.0, temperature=40.0, flowrate=0.4, t0=0.125)), 0.01710407239819005

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=1.0, particle_size=1.7, temperature=50.0, flowrate=0.3, t0=0.1666666666666666)), 0.0002497769984837869

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=1.0, particle_size=1.7, temperature=50.0, flowrate=0.3, t0=0.1666666666666666)), 0.000643477240234179

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=50.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.6, t0=0.18375)), 0.1127508830480338

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters Atlantis T3, usp_code=column.usp.code_L1, length=50.0, id=4.6, particle_size=5.0, temperature=40.0, flowrate=0.8, t0=0.6612499999999999)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters CORTECS UPLC C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.6, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Restek Raptor Biphenyl, usp_code=column.usp.code_L11, length=100.0, id=2.1, particle_size=2.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters ACQUITY UPLC HSS C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters ACQUITY UPLC HSS C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters ACQUITY UPLC HSS C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters ACQUITY UPLC HSS C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=None, eluyente2=eluent.2.meoh 0, columna=Column(name=Thermo Scientific Acclaim RSLC 120 C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.2, temperature=30.0, flowrate=0.2, t0=1.1025)), 0.004448398576512518

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=None, eluyente2=eluent.2.meoh 0, columna=Column(name=Thermo Scientific Acclaim RSLC 120 C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.2, temperature=30.0, flowrate=0.2, t0=1.1025)), 0.008007117437722406

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=50.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.6, t0=0.18375)), 0.0

Coumarins and derivatives (CHEMONTID:0000145), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=50.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.6, t0=0.18375)), 0.0

Metalloheterocyclic compounds (CHEMONTID:0002052), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=50.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.6, t0=0.18375)), 0

Dibenzocycloheptenes (CHEMONTID:0000019), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters XBridge C18, usp_code=column.usp.code_L1, length=50.0, id=2.1, particle_size=3.5, temperature=30.0, flowrate=0.2, t0=0.55125)), 0

Dibenzocycloheptenes (CHEMONTID:0000019), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Agilent ZORBAX Extend-C18, usp_code=column.usp.code_L1, length=50.0, id=2.1, particle_size=1.8, temperature=35.0, flowrate=0.1, t0=1.1025)), 0.013261900579659244

Dibenzocycloheptenes (CHEMONTID:0000019), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Waters ACQUITY UPLC BEH Amide, usp_code=column.usp.code_L68, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.5, t0=0.4571959788769226)), 0

Dibenzocycloheptenes (CHEMONTID:0000019), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Waters ACQUITY UPLC BEH Amide, usp_code=column.usp.code_L68, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.5, t0=0.4571959788769226)), 0

Dibenzocycloheptenes (CHEMONTID:0000019), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=1.0, particle_size=1.7, temperature=50.0, flowrate=0.3, t0=0.1666666666666666)), 0

Dibenzocycloheptenes (CHEMONTID:0000019), Config(eluyente1=None, eluyente2=eluent.2.meoh 0, columna=Column(name=Thermo Scientific Acclaim RSLC 120 C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.2, temperature=30.0, flowrate=0.2, t0=1.1025)), 0.004700352526439487

Dibenzocycloheptenes (CHEMONTID:0000019), Config(eluyente1=None, eluyente2=eluent.2.meoh 0, columna=Column(name=Thermo Scientific Acclaim RSLC 120 C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=2.2, temperature=30.0, flowrate=0.2, t0=1.1025)), 0.06110458284371323

Dibenzocycloheptenes (CHEMONTID:0000019), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=50.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.6, t0=0.18375)), 0.00013062077523428662

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=30.0, flowrate=0.3, t0=0.735)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters XBridge C18, usp_code=column.usp.code_L1, length=50.0, id=2.1, particle_size=3.5, temperature=30.0, flowrate=0.2, t0=0.55125)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.meoh 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.54166666666666, flowrate=0.3, t0=0.735)), 0.013086989992301765

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Agilent ZORBAX Extend-C18, usp_code=column.usp.code_L1, length=50.0, id=2.1, particle_size=1.8, temperature=35.0, flowrate=0.1, t0=1.1025)), 0.0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Waters ACQUITY UPLC BEH Amide, usp_code=column.usp.code_L68, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.5, t0=0.4571959788769226)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=None, columna=Column(name=Waters ACQUITY UPLC BEH Amide, usp_code=column.usp.code_L68, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.5, t0=0.4571959788769226)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC HSS T3, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.8, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=50.0, flowrate=0.4, t0=0.55125)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Phenomenex Kinetex XB-C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=40.0, flowrate=0.4, t0=0.55125)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

Benzodioxoles (CHEMONTID:0000296), Config(eluyente1=eluent.1.h2o 0, eluyente2=eluent.2.acn 0, columna=Column(name=Waters ACQUITY UPLC BEH C18, usp_code=column.usp.code_L1, length=100.0, id=2.1, particle_size=1.7, temperature=30.0, flowrate=0.4, t0=0.55125)), 0

